	YW1	YW2	YW3	YW4	YW5	YW6	YW7	YW8
ENSG00000029725	5268	5507	7457	7568	3668	5301	6566	5586
ENSG00000029993	5030	5031	6863	6054	5146	5431	6023	5441
ENSG00000030066	5944	5931	7785	8064	3973	6268	7177	6277
ENSG00000030110	1528	1179	1482	1448	1203	1388	1374	1512
ENSG00000030304	0	1	0	0	0	1	0	0
ENSG00000030419	105	189	233	221	88	117	167	145
ENSG00000030582	4399	3868	4314	5367	3699	4474	4424	4737
ENSG00000031003	1269	1351	2016	1832	968	1332	1670	1412
ENSG00000031081	220	243	310	327	113	206	255	264
ENSG00000031691	625	802	1048	1078	836	679	951	729
ENSG00000031698	6082	5679	7043	7344	5143	6068	6665	6041
ENSG00000031823	4825	3995	5008	5376	3464	4859	4602	4926
ENSG00000032219	977	1291	1697	1808	1058	947	1347	1105
ENSG00000032389	941	804	1021	1137	807	937	1005	999
ENSG00000032444	1760	1464	1607	2156	1264	1731	1610	1878
ENSG00000032742	425	567	710	738	426	435	600	472
ENSG00000033011	1058	860	1164	1203	985	1232	1082	1174
ENSG00000033030	1248	1444	1777	1833	1159	1407	1636	1422
ENSG00000033050	741	589	833	763	760	895	744	825
ENSG00000033100	1117	876	1157	1308	843	1114	1128	1173
ENSG00000033122	74	74	91	101	49	51	85	64
ENSG00000033170	855	931	1165	1225	740	924	1092	917
ENSG00000033178	2850	2843	4260	4249	2525	3033	3749	3226
ENSG00000033327	468	571	579	713	289	482	455	472
ENSG00000033627	3310	3298	4180	4468	2496	3402	3634	3598
ENSG00000033800	1811	1900	2409	2519	1381	2039	2172	2034
ENSG00000033867	1464	1682	2455	2421	1309	1589	2141	1677
ENSG00000034053	813	795	911	1108	583	772	972	888
ENSG00000034152	1700	1372	1701	1886	1497	1673	1715	1719
ENSG00000034239	0	0	0	0	0	0	0	0
ENSG00000034510	3603	3517	3087	2865	2485	5520	2434	3964
ENSG00000034533	300	337	409	392	280	294	362	346
ENSG00000034677	893	1026	1288	1397	743	1025	1282	1047
ENSG00000034693	1080	1067	1478	1306	1000	1186	1406	1148
ENSG00000034713	1940	1881	2189	2128	1900	2300	2128	2121
ENSG00000034971	0	0	0	0	0	0	0	0
ENSG00000035115	505	671	759	899	360	534	580	634
ENSG00000035141	4002	3775	5323	5063	3970	4248	4889	4240
ENSG00000035403	2553	2794	3277	3524	1402	2456	2768	2621
ENSG00000035499	1949	2070	2746	3029	2040	2242	2686	2356
ENSG00000035664	67	119	99	160	61	73	85	82
ENSG00000035681	1160	1183	1695	1546	870	1210	1516	1262
ENSG00000035687	4560	4626	6533	6248	4339	5347	6005	5239
ENSG00000035720	0	0	5	0	2	1	3	1
ENSG00000035862	1038	1156	1196	1513	885	1274	1136	1175
ENSG00000035928	5704	6377	8328	8669	4715	5492	7265	6213
ENSG00000036054	1525	1654	2362	2313	1399	1604	2138	1655
ENSG00000036257	3474	3687	4963	4748	3258	3600	4462	3586
ENSG00000036448	4493	5740	6260	7949	2577	3923	4498	4539
ENSG00000036473	0	1	2	2	0	0	0	0
ENSG00000036530	22	22	36	36	19	16	18	13
ENSG00000036549	2172	2378	3369	3299	1762	2242	2942	2299
ENSG00000036565	11	12	19	29	6	12	22	21
ENSG00000036672	308	279	335	376	221	340	268	336
ENSG00000036828	1	0	0	1	0	0	0	0
ENSG00000037042	634	751	882	1045	475	713	706	690
ENSG00000037241	1278	1108	1190	1118	965	1257	1031	1125
ENSG00000037280	2333	2147	2469	2961	1852	2247	2380	2486
ENSG00000037474	11501	10201	14745	13727	9495	12260	13674	12290
ENSG00000037637	1272	1294	1484	1548	994	1303	1405	1363
ENSG00000037749	1093	1105	1528	1511	671	1166	1389	1304
ENSG00000037757	4544	4257	4837	5332	3747	4863	4456	4979
ENSG00000037897	419	360	566	500	351	530	483	505
ENSG00000037965	429	477	586	608	502	445	483	443
ENSG00000038002	366	415	534	620	310	408	465	423
ENSG00000038210	532	643	834	885	643	715	769	734
ENSG00000038219	3410	3877	5441	5053	2476	3463	4613	3932
ENSG00000038274	2531	2529	3385	3427	2493	3092	3190	2727
ENSG00000038295	79	132	147	190	77	109	107	122
ENSG00000038358	3013	2608	3301	3737	1831	3283	3031	3179
ENSG00000038382	6745	7066	8815	9233	3480	6724	7117	7473
ENSG00000038427	4987	7079	8402	9769	2970	5641	6912	6445
ENSG00000038532	1592	1417	1888	2051	1018	1631	1744	1779
ENSG00000038945	0	0	0	0	0	0	0	0
ENSG00000039068	86	112	129	195	63	74	92	99
ENSG00000039123	6521	7406	9811	9680	5724	6951	9049	7255
ENSG00000039139	12	9	7	9	6	10	4	4
ENSG00000039319	1973	2231	3274	3227	1687	2219	2945	2242
ENSG00000039523	1741	1652	1974	2094	1240	1820	1807	1809
ENSG00000039537	0	0	0	0	0	0	0	0
ENSG00000039560	5485	6012	8133	8233	4154	5633	6995	6267
ENSG00000039600	1	2	7	2	0	3	2	0
ENSG00000039650	1188	1123	1280	1589	973	1180	1237	1267
ENSG00000039987	4	2	1	8	2	3	4	3
ENSG00000040199	1247	1207	1686	1611	776	1309	1581	1402
ENSG00000040275	2858	3037	4312	4381	2735	2891	3889	3166
ENSG00000040341	1294	1459	1890	2016	1111	1280	1653	1385
ENSG00000040487	614	549	615	706	475	576	572	628
ENSG00000040531	534	495	695	686	505	628	559	631
ENSG00000040608	301	236	248	339	215	312	231	294
ENSG00000040633	2153	1839	2453	2462	1891	2137	2197	2266
ENSG00000040731	0	0	0	0	0	0	0	0
ENSG00000040933	2194	2161	2839	2960	1523	2280	2478	2462
ENSG00000041353	60	39	42	49	29	41	32	30
ENSG00000041357	9249	9532	12694	11892	9803	11194	12086	9980
ENSG00000041515	6	3	4	5	0	0	0	1
ENSG00000041802	2119	1957	2647	2500	1815	2211	2451	2307
ENSG00000041880	270	277	326	387	195	236	243	259
ENSG00000041982	1804	2091	2595	2981	922	1706	1827	1966
ENSG00000041988	623	602	764	788	609	670	615	710
ENSG00000042062	1	5	1	2	1	1	0	3
ENSG00000042088	1729	1797	2371	2315	1480	1830	2116	1965
ENSG00000042286	517	428	548	647	336	446	444	445
ENSG00000042304	0	1	0	0	0	0	0	0
ENSG00000042317	179	254	297	330	207	217	246	214
ENSG00000042429	152	184	195	173	102	233	165	152
ENSG00000042445	1407	1471	1834	1990	1116	1457	1617	1547
ENSG00000042493	99	104	88	143	93	79	79	97
ENSG00000042753	2618	2167	2528	2650	2280	3129	2287	2865
ENSG00000042781	8	8	10	13	3	8	7	4
ENSG00000042813	0	0	0	0	0	0	0	0
ENSG00000042832	0	0	1	1	0	0	1	1
ENSG00000042980	14	24	34	32	20	18	33	15
ENSG00000043039	288	260	332	347	271	260	252	264
ENSG00000043093	1576	1785	2538	2511	1658	1869	2330	1903
ENSG00000043143	460	523	601	656	276	435	484	551
ENSG00000043355	3300	3159	3775	3709	2752	3837	3187	3733
ENSG00000043462	0	2	6	0	2	2	2	3
ENSG00000043514	1113	1152	1559	1662	1098	1105	1346	1228
ENSG00000043591	32	27	21	17	21	40	14	24
ENSG00000044012	0	0	0	0	0	0	0	0
ENSG00000044090	1615	1779	1998	2509	1154	1601	1786	1815
ENSG00000044115	6750	6936	8653	9283	4853	6422	7683	7064
ENSG00000044446	1989	2192	2485	3074	1341	2031	2293	2227
ENSG00000044459	1199	1432	1836	1984	1062	1216	1713	1267
ENSG00000044524	383	497	543	663	268	442	490	419
ENSG00000044574	18808	16148	23212	22147	17174	18680	21007	18871
ENSG00000046604	3721	4149	4939	5615	2588	3866	4652	4123
ENSG00000046647	525	514	605	676	440	532	630	565
ENSG00000046651	2406	2754	3560	3671	1987	2301	2750	2561
ENSG00000046653	1088	1253	1624	1796	1182	1329	1515	1489
ENSG00000046774	0	0	0	0	0	0	0	0
ENSG00000046889	652	793	1071	1115	504	775	972	783
ENSG00000047056	989	908	1294	1386	699	1063	1094	1042
ENSG00000047188	4769	5402	7304	7260	3824	4933	6443	5503
ENSG00000047230	1644	1887	2284	2577	1378	1673	1938	1801
ENSG00000047249	1122	1022	1495	1463	1033	1144	1294	1158
ENSG00000047315	8815	8789	12194	11892	6959	9364	11154	9499
ENSG00000047346	324	423	552	573	266	322	426	389
ENSG00000047365	362	483	636	597	274	370	536	419
ENSG00000047410	16519	20445	28526	28132	11324	17627	23494	19745
ENSG00000047457	0	3	1	0	1	0	5	2
ENSG00000047578	675	788	917	995	470	720	853	745
ENSG00000047579	637	528	630	683	523	572	620	707
ENSG00000047597	160	207	234	286	102	174	257	182
ENSG00000047617	77	79	99	118	40	62	66	86
ENSG00000047621	1706	1807	2470	2382	1577	1802	2259	1738
ENSG00000047634	3066	3936	5143	5752	3248	3706	4438	3812
ENSG00000047644	970	1111	1254	1550	685	980	1146	1081
ENSG00000047648	1	2	3	4	0	3	0	5
ENSG00000047662	19	16	26	25	15	15	7	9
ENSG00000047849	11135	11266	14289	14487	7488	11144	12598	11887
ENSG00000047932	2250	2605	3540	3363	2151	2701	2968	2675
ENSG00000047936	0	1	2	0	0	1	0	2
ENSG00000048028	2037	2438	2910	3120	1621	2083	2530	2180
ENSG00000048052	78	151	148	202	77	100	119	101
ENSG00000048140	1088	890	1214	1296	860	1272	1086	1230
ENSG00000048162	1528	1194	1571	1397	1363	1627	1495	1465
ENSG00000048342	672	827	1074	1132	557	675	898	737
ENSG00000048392	1670	1971	2794	2722	1644	2030	2515	2137
ENSG00000048405	883	1034	1312	1350	747	893	1155	966
ENSG00000048462	0	0	0	0	0	0	0	0
ENSG00000048471	626	662	827	861	347	680	717	803
ENSG00000048540	0	0	0	0	0	0	0	0
ENSG00000048544	1849	1556	2305	2036	1760	2097	2172	1960
ENSG00000048545	0	0	1	0	0	0	0	0
ENSG00000048649	3880	4862	6443	6630	3603	4170	5491	4465
ENSG00000048707	2706	2963	3976	3674	1236	2826	3375	3031
ENSG00000048740	3270	3648	4621	5093	2545	3675	3949	3921
ENSG00000048828	7673	7046	9806	9885	6171	7778	8559	8461
ENSG00000048991	2101	2241	3028	2803	1356	2238	2410	2363
ENSG00000049089	378	439	441	633	361	312	472	444
ENSG00000049130	1090	1332	1771	1879	981	1208	1616	1373
ENSG00000049167	457	480	636	586	380	556	565	523
ENSG00000049192	79	133	124	169	63	85	111	105
ENSG00000049239	1063	1386	1366	1899	804	1057	1353	1245
ENSG00000049245	2816	2812	3896	3880	2693	3151	3346	3071
ENSG00000049246	142	158	194	137	118	162	167	152
ENSG00000049247	1	0	0	2	1	1	1	0
ENSG00000049249	10	24	15	22	11	17	11	14
ENSG00000049283	0	0	2	2	1	0	7	4
ENSG00000049323	1993	2414	2697	3523	1530	2217	2439	2542
ENSG00000049449	1618	1787	2090	2103	1656	2054	1783	1831
ENSG00000049540	9	5	0	10	5	6	2	8
ENSG00000049541	3402	3145	3549	3995	3005	3469	3438	3217
ENSG00000049618	5772	6149	7535	7809	3413	5949	6554	6549
ENSG00000049656	7030	5819	7038	7652	5681	7467	6852	7328
ENSG00000049759	750	825	994	1103	546	815	889	750
ENSG00000049768	9	23	13	13	4	16	21	15
ENSG00000049769	192	177	220	276	124	234	160	196
ENSG00000049860	1617	1718	1976	2198	1406	1667	1765	1769
ENSG00000049883	597	727	1026	1084	517	728	873	682
ENSG00000050030	4	6	5	3	2	2	4	4
ENSG00000050130	844	861	1071	1192	745	952	1090	974
ENSG00000050165	74	60	76	108	53	70	68	77
ENSG00000050327	123	88	163	127	65	80	115	110
ENSG00000050344	652	775	980	956	588	741	799	823
ENSG00000050393	1422	1377	1693	1824	1027	1527	1498	1510
ENSG00000050405	4316	4430	5886	6004	3877	4074	5204	4506
ENSG00000050426	1763	2179	2541	3084	1695	2207	2179	2237
ENSG00000050438	253	354	343	434	157	304	279	281
ENSG00000050555	713	855	815	1196	523	755	778	841
ENSG00000050628	32	45	50	59	23	32	54	36
ENSG00000050730	5	7	3	9	5	2	7	4
ENSG00000050748	2372	2502	3258	3420	2235	2368	2864	2640
ENSG00000050767	42	111	85	128	51	64	56	62
ENSG00000050820	1240	921	1189	1305	925	1174	1185	1322
ENSG00000051009	909	913	1121	1312	690	960	926	1002
ENSG00000051108	959	977	1095	1218	875	1016	1125	1053
ENSG00000051128	111	155	136	147	90	197	112	143
ENSG00000051180	638	575	694	767	618	668	704	694
ENSG00000051341	2162	2585	3637	3484	1430	2263	2822	2452
ENSG00000051382	1196	1274	1821	1763	941	1258	1478	1334
ENSG00000051523	4069	3197	3322	3950	2986	4437	2912	4182
ENSG00000051596	3640	3196	3806	4654	3045	3740	3859	3887
ENSG00000051620	3013	2944	3535	3568	2218	3193	3040	3278
ENSG00000051825	2302	2599	3671	3662	1810	2531	3132	2692
ENSG00000052126	2501	3013	3462	3889	2034	2513	3107	2619
ENSG00000052344	14	15	18	15	7	9	10	8
ENSG00000052723	2785	3240	4507	4303	2681	3320	3975	3375
ENSG00000052749	3969	2907	4160	4095	2997	4019	3915	3832
ENSG00000052795	1152	1298	1581	1555	784	1313	1557	1317
ENSG00000052802	932	1370	1432	1890	1058	1042	1429	1220
ENSG00000052841	2086	2761	3376	3572	1582	2259	2717	2432
ENSG00000052850	1354	1309	1418	1650	870	1361	1349	1478
ENSG00000053108	8	28	31	47	7	18	17	12
ENSG00000053254	1859	2129	2613	2769	1221	2022	2184	2089
ENSG00000053328	0	0	0	0	0	0	1	0
ENSG00000053371	2350	2134	2188	2732	1898	2668	2114	2559
ENSG00000053372	5112	3931	5140	5004	4780	5044	5044	4888
ENSG00000053438	0	0	0	0	0	1	0	0
ENSG00000053501	564	479	535	630	492	576	512	569
ENSG00000053524	82	124	157	170	70	88	130	117
ENSG00000053702	1	1	1	1	1	1	1	2
ENSG00000053747	121	194	201	246	75	151	133	141
ENSG00000053770	1238	1323	1869	1783	1105	1431	1726	1433
ENSG00000053900	1313	1451	2045	2116	1363	1484	1766	1520
ENSG00000053918	66	75	73	81	61	66	50	70
ENSG00000054116	2054	1867	2251	2361	1931	2227	2246	2333
ENSG00000054118	10978	11418	15326	14275	7922	11121	13441	11868
ENSG00000054148	1203	1128	964	1234	872	1860	910	1359
ENSG00000054179	36	23	34	39	12	25	21	21
ENSG00000054219	0	0	0	0	0	1	0	0
ENSG00000054267	3584	4196	5984	5621	3876	3728	4923	4166
ENSG00000054277	58	69	68	88	59	56	50	59
ENSG00000054282	508	616	687	803	492	417	682	574
ENSG00000054356	1	0	0	0	0	0	0	1
ENSG00000054392	75	82	94	147	41	73	74	90
ENSG00000054523	5125	5648	7273	7243	2995	5336	6192	5682
ENSG00000054598	4505	4684	5868	5862	4071	5296	4746	5322
ENSG00000054611	808	720	807	908	644	879	796	869
ENSG00000054654	3430	4220	5865	5636	1497	3367	4488	3991
ENSG00000054690	1410	1840	2115	2463	962	1539	1740	1831
ENSG00000054793	1908	2191	2457	2826	1143	2096	2225	2125
ENSG00000054796	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0	0	0
ENSG00000054938	1	2	0	1	0	0	0	4
ENSG00000054965	3502	3431	4244	4541	2148	3446	3908	3672
ENSG00000054967	868	722	1002	1132	760	942	940	998
ENSG00000054983	0	0	0	0	0	0	0	0
ENSG00000055044	6788	6611	9440	9249	6998	7536	9001	7400
ENSG00000055070	8417	7189	8670	8886	6491	9075	8395	8356
ENSG00000055118	86	68	74	102	54	78	58	79
ENSG00000055130	4234	4552	5902	5910	3344	4539	5395	4850
ENSG00000055147	882	977	1262	1281	891	987	1317	1047
ENSG00000055163	6178	6432	7611	8383	4169	6524	6841	6981
ENSG00000055208	5175	5285	6983	7218	4012	5303	6256	5650
ENSG00000055211	2196	2356	2832	3081	2207	2334	2650	2386
ENSG00000055332	3598	4075	5558	5392	2871	4015	4821	4122
ENSG00000055483	3745	3351	4395	4349	2753	3823	4008	4059
ENSG00000055609	2431	2909	4091	3613	1330	2714	3258	2882
ENSG00000055732	442	697	901	940	341	521	535	567
ENSG00000055813	8	9	11	11	4	10	13	8
ENSG00000055917	4973	5651	7451	7690	4011	5760	6850	5741
ENSG00000055950	1511	1315	1499	1543	1296	1739	1419	1518
ENSG00000055955	9	9	6	22	14	15	9	7
ENSG00000055957	1	0	1	0	3	0	3	0
ENSG00000056050	996	1068	1394	1367	1129	1149	1396	1220
ENSG00000056097	9510	9656	13563	13182	7742	10312	12563	10307
ENSG00000056277	534	663	856	812	521	595	728	609
ENSG00000056291	4	2	2	6	4	4	7	3
ENSG00000056487	100	109	105	169	71	108	101	102
ENSG00000056558	127	146	134	209	85	126	106	130
ENSG00000056586	2778	3124	4282	4166	2073	2911	3852	3274
ENSG00000056736	547	627	733	779	440	512	599	579
ENSG00000056972	314	326	311	456	217	268	286	337
ENSG00000056998	798	944	1116	1214	769	995	1007	964
ENSG00000057019	2074	2294	3039	3040	1573	2208	2608	2345
ENSG00000057149	0	0	0	0	0	0	0	0
ENSG00000057252	2870	3008	3814	4083	2544	3166	3523	3098
ENSG00000057294	2039	2217	2698	3018	1600	2045	2416	2298
ENSG00000057468	26	34	48	44	20	30	52	33
ENSG00000057593	2	3	5	5	0	0	1	6
ENSG00000057608	11748	11289	15943	15513	10423	12391	14438	12229
ENSG00000057657	46	44	44	67	31	43	43	43
ENSG00000057663	1262	1303	1790	1775	1338	1398	1651	1431
ENSG00000057704	311	381	456	499	225	342	388	359
ENSG00000057757	2846	2409	3335	3377	2813	3079	3090	3143
ENSG00000057935	1801	2089	2395	2629	1536	1948	2147	1918
ENSG00000058056	2222	2504	3210	3298	1777	2451	2823	2623
ENSG00000058063	2944	3565	4587	4552	2145	3221	4075	3438
ENSG00000058085	30	41	44	39	33	27	33	35
ENSG00000058091	709	887	1121	1199	559	727	997	888
ENSG00000058262	9731	8380	10858	11284	7764	10211	10293	10493
ENSG00000058272	2846	3300	4448	4367	2733	3050	3967	3276
ENSG00000058335	5	6	7	8	2	4	8	7
ENSG00000058404	181	214	203	321	173	229	227	223
ENSG00000058453	2113	2029	2258	2962	1714	2071	2141	2444
ENSG00000058600	2467	2144	2630	2858	1768	2508	2643	2681
ENSG00000058668	3044	3751	4414	4982	1908	3308	3632	3386
ENSG00000058673	4	3	5	5	1	5	4	4
ENSG00000058729	1342	1553	2092	2008	1395	1489	1877	1494
ENSG00000058799	441	421	586	564	470	465	515	431
ENSG00000058804	5320	5485	7576	7775	4642	5686	6948	5897
ENSG00000058866	0	2	3	6	3	1	4	1
ENSG00000059122	2056	1819	1987	2686	1593	2122	2174	2325
ENSG00000059145	1940	1636	2025	2361	1652	2113	1922	2197
ENSG00000059377	68	110	90	132	60	93	89	87
ENSG00000059378	2	2	2	3	1	0	0	0
ENSG00000059573	9081	7990	10705	11101	6698	9275	9884	9399
ENSG00000059588	4945	6174	7673	8251	4262	5899	6191	6072
ENSG00000059691	803	852	987	1185	646	795	864	782
ENSG00000059728	358	386	556	524	337	458	497	430
ENSG00000059758	1447	1544	2043	2286	1138	1567	1835	1657
ENSG00000059769	475	508	754	669	518	527	623	542
ENSG00000059804	689	978	951	1340	581	793	922	858
ENSG00000059915	35	51	52	98	25	40	39	52
ENSG00000060069	878	682	865	1051	769	769	890	869
ENSG00000060138	24735	25046	30541	34571	23544	23728	29276	28568
ENSG00000060140	9	18	20	26	6	7	7	5
ENSG00000060237	15548	16881	21537	20542	7694	16772	17449	17491
ENSG00000060303	0	0	0	0	0	0	0	0
ENSG00000060339	8157	9141	13114	12008	9146	8315	11012	9165
ENSG00000060491	3666	3023	3614	4287	3041	3472	3432	3855
ENSG00000060558	7	4	6	6	6	11	7	10
ENSG00000060566	2	3	1	2	1	1	0	3
ENSG00000060642	174	221	229	294	121	199	193	185
ENSG00000060656	2371	2252	2367	3033	1530	2325	2521	2622
ENSG00000060688	3999	3683	5056	4647	3751	4260	4562	4044
ENSG00000060709	1	1	1	2	1	0	0	1
ENSG00000060718	0	0	0	0	0	0	1	0
ENSG00000060749	4575	5217	7175	6770	2911	4734	5731	5050
ENSG00000060762	1675	1457	1941	1902	1603	1777	1798	1842
ENSG00000060971	1459	1372	1585	1738	1235	1569	1446	1474
ENSG00000060982	4543	5210	7096	7229	3793	5093	6478	5348
ENSG00000061273	2269	2151	2503	3107	1756	2351	2313	2514
ENSG00000061337	2121	1928	2398	2459	1346	1858	1966	2115
ENSG00000061455	510	564	658	723	363	529	559	602
ENSG00000061492	6	8	1	10	4	3	2	6
ENSG00000061656	70	90	92	142	63	90	86	69
ENSG00000061676	6589	7023	9483	9749	5663	7464	9162	7564
ENSG00000061794	2875	2922	3740	3932	3066	3080	3668	3110
ENSG00000061918	172	179	204	237	130	172	178	147
ENSG00000061936	3253	2878	3860	3907	2634	3445	3496	3329
ENSG00000061938	2286	2138	2423	3089	1784	2269	2231	2588
ENSG00000061987	2338	2622	3419	3489	1516	2529	2856	2699
ENSG00000062038	192	287	238	318	162	189	220	222
ENSG00000062096	0	0	0	0	0	0	0	0
ENSG00000062194	4007	4425	5918	6108	3662	4058	5064	4374
ENSG00000062282	73	106	71	124	74	94	87	91
ENSG00000062370	322	385	564	556	270	309	457	328
ENSG00000062485	9811	9061	12062	11899	8182	10449	10811	10380
ENSG00000062524	259	250	294	433	209	259	267	266
ENSG00000062582	27	20	14	33	26	16	19	23
ENSG00000062598	1022	1041	1219	1405	727	1025	1147	1093
ENSG00000062650	4315	4564	6486	6184	3275	4607	5475	4725
ENSG00000062716	2408	2432	2992	3131	2295	2630	2946	2494
ENSG00000062725	2362	2647	3721	3510	1951	2567	3030	2685
ENSG00000062822	4812	4107	4458	5939	3182	4803	4636	5141
ENSG00000063015	0	0	1	1	0	1	2	0
ENSG00000063046	29699	33234	40217	45513	26901	29448	37154	31933
ENSG00000063127	67	76	72	112	45	71	82	62
ENSG00000063169	813	696	829	899	527	820	731	898
ENSG00000063176	1073	865	1046	1184	823	1181	896	1170
ENSG00000063177	21047	19486	20231	22229	18046	23720	18127	22858
ENSG00000063180	653	652	678	855	584	647	656	690
ENSG00000063241	1846	1438	1655	1787	1509	1998	1674	1997
ENSG00000063244	16406	13222	16635	17710	12491	17529	16053	17399
ENSG00000063245	4191	3414	3962	4949	3387	3832	3766	4428
ENSG00000063322	1939	1790	2160	2216	1572	2018	2125	2063
ENSG00000063438	116	114	171	182	74	129	151	158
ENSG00000063515	0	0	1	1	0	1	0	0
ENSG00000063587	1493	1532	1866	2048	880	1612	1800	1716
ENSG00000063601	2565	2547	3351	3359	1930	2803	2937	2758
ENSG00000063660	767	809	834	1103	602	792	767	941
ENSG00000063761	307	279	366	416	293	353	330	380
ENSG00000063854	1369	1209	1343	1644	1294	1439	1369	1429
ENSG00000063978	1661	1591	1991	2138	1275	1728	1709	1761
ENSG00000064012	617	807	871	978	557	564	756	666
ENSG00000064042	640	794	1007	1092	477	686	843	822
ENSG00000064102	2970	3289	4428	4359	2978	3193	4155	3480
ENSG00000064115	2677	2806	3615	3743	2334	3011	3228	3141
ENSG00000064195	129	156	213	234	119	179	146	183
ENSG00000064199	312	389	457	443	276	279	382	305
ENSG00000064201	1	2	0	2	0	3	0	1
ENSG00000064205	0	0	0	0	0	1	0	0
ENSG00000064218	49	76	67	116	76	66	45	93
ENSG00000064225	360	476	532	663	380	347	455	428
ENSG00000064270	2	2	3	6	5	2	2	4
ENSG00000064300	167	155	163	197	109	144	137	160
ENSG00000064309	1425	1691	2060	2174	910	1556	1663	1624
ENSG00000064313	2893	3224	4514	4233	2240	3143	3751	3373
ENSG00000064393	3589	3881	4833	4796	1904	4084	4397	4117
ENSG00000064419	4021	3928	5374	5217	2994	4606	4711	4458
ENSG00000064489	0	1	2	1	1	0	0	0
ENSG00000064490	1555	1509	1651	1980	1473	1559	1558	1775
ENSG00000064545	2995	2636	3018	4010	2638	3267	2873	3425
ENSG00000064547	154	190	186	247	148	180	150	158
ENSG00000064601	1441	1309	1512	1799	1208	1555	1396	1587
ENSG00000064607	7906	8583	10576	11313	5649	8610	8814	8866
ENSG00000064651	2075	2215	3056	3062	1590	2312	2818	2390
ENSG00000064652	263	283	392	403	267	282	351	294
ENSG00000064655	313	277	396	411	286	360	347	330
ENSG00000064666	1261	1166	1264	1422	1001	1434	1293	1387
ENSG00000064687	668	586	724	878	475	705	575	631
ENSG00000064692	77	131	121	148	74	67	95	108
ENSG00000064703	2745	2686	3514	3495	2326	2744	3266	2889
ENSG00000064726	3307	3584	4565	4680	2997	3565	4198	3833
ENSG00000064763	2083	2413	2983	3153	1862	2172	2726	2452
ENSG00000064787	2	5	12	12	2	6	9	3
ENSG00000064835	0	0	0	0	0	0	0	0
ENSG00000064886	2	0	0	1	0	0	0	0
ENSG00000064932	2601	2047	2435	3084	1694	2465	2345	2844
ENSG00000064933	1560	2092	2636	2766	1766	1824	2301	1926
ENSG00000064961	4253	4088	4440	5838	3784	4146	4280	4858
ENSG00000064989	23	21	40	38	12	31	38	24
ENSG00000064995	1449	1359	1783	1859	1583	1517	1777	1603
ENSG00000064999	2542	2474	2996	3318	1635	2637	2570	2676
ENSG00000065000	14910	13238	16415	17763	11689	14387	15887	16011
ENSG00000065029	1669	1718	1940	2394	1329	1676	1800	1850
ENSG00000065054	1430	1310	1396	1658	1281	1329	1345	1499
ENSG00000065057	1350	906	1158	1355	1165	1373	1205	1387
ENSG00000065060	2410	2379	2971	2956	1310	2391	2741	2446
ENSG00000065135	3993	4237	5629	5663	3973	4425	5207	4562
ENSG00000065150	19272	20290	27128	28133	14976	19913	25043	21198
ENSG00000065154	6208	6108	8032	8211	6164	6829	7512	6765
ENSG00000065183	5963	5821	8374	8034	5334	6165	7719	6484
ENSG00000065243	4344	5047	6762	6995	3608	4758	6176	5266
ENSG00000065268	4799	3772	4042	5095	3758	4957	4237	5253
ENSG00000065308	949	941	1200	1224	638	977	1078	1013
ENSG00000065320	2290	2158	2297	2635	1467	2465	2186	2409
